customer_id,product_id,product_category,purchase_amount,purchase_date
150,43,Category 2,892.74,2022-08-14
194,50,Category 4,141.06,2022-03-16
58,33,Category 2,506.84,2022-03-29
263,47,Category 2,246.74,2022-02-20
287,11,Category 3,490.87,2022-08-17
57,31,Category 4,962.28,2022-02-01
341,31,Category 4,533.94,2022-02-10
408,41,Category 2,134.87,2022-06-01
142,24,Category 2,113.51,2022-11-11
293,16,Category 3,825.91,2022-03-30
386,18,Category 4,85.15,2022-02-18
64,44,Category 2,193.57,2022-07-20
209,9,Category 1,628.34,2022-03-11
101,41,Category 2,967.16,2022-12-09
116,9,Category 1,785.93,2022-03-09
425,42,Category 2,668.32,2022-04-20
118,22,Category 4,205.12,2022-03-09
43,32,Category 2,592.08,2022-03-13
190,35,Category 2,751.3,2022-09-12
186,14,Category 3,86.36,2022-06-04
261,35,Category 2,186.09,2022-03-05
370,33,Category 2,650.76,2022-06-13
296,49,Category 5,48.92,2022-04-26
158,22,Category 4,430.52,2022-10-05
290,41,Category 2,875.98,2022-01-25
277,40,Category 4,231.83,2022-05-18
248,19,Category 5,70.82,2022-06-07
192,23,Category 2,737.86,2022-02-13
10,6,Category 1,110.85,2022-11-10
495,41,Category 2,80.74,2022-07-01
452,20,Category 2,754.48,2022-04-16
100,20,Category 2,275.61,2022-04-09
289,40,Category 4,31.63,2022-11-08
396,6,Category 1,771.44,2022-05-20
420,8,Category 1,448.98,2022-05-09
133,6,Category 1,739.04,2022-12-12
51,37,Category 4,707.03,2022-12-08
260,39,Category 4,442.67,2022-12-29
134,8,Category 1,248.25,2022-07-21
377,33,Category 2,578.01,2022-04-24
141,36,Category 1,456.01,2022-06-25
448,37,Category 4,601.4,2022-09-01
246,10,Category 3,267.54,2022-01-08
32,17,Category 5,47.68,2022-04-11
43,42,Category 2,76.44,2022-05-22
424,27,Category 1,518.13,2022-04-22
487,17,Category 5,987.93,2022-07-23
59,14,Category 3,635.92,2022-08-22
428,48,Category 3,915.04,2022-05-05
220,12,Category 1,17.56,2022-08-06
273,15,Category 3,277.29,2022-01-17
463,43,Category 2,767.08,2022-01-23
83,4,Category 1,560.2,2022-07-17
135,38,Category 3,719.69,2022-09-19
232,23,Category 2,45.78,2022-06-04
325,22,Category 4,495.04,2022-04-03
262,41,Category 2,436.32,2022-07-03
271,30,Category 4,978.27,2022-12-27
137,46,Category 4,971.25,2022-08-17
78,34,Category 5,83.38,2022-03-08
326,41,Category 2,732.43,2022-10-03
53,40,Category 4,874.17,2022-06-06
111,41,Category 2,826.55,2022-09-20
457,45,Category 3,742.56,2022-11-23
286,37,Category 4,949.55,2022-11-07
210,15,Category 3,417.77,2022-11-19
403,17,Category 5,70.15,2022-03-04
453,38,Category 3,438.16,2022-08-16
349,27,Category 1,340.24,2022-10-10
145,36,Category 1,526.7,2022-09-14
182,6,Category 1,216.25,2022-06-25
301,10,Category 3,147.36,2022-05-15
4,44,Category 2,717.85,2022-01-29
260,40,Category 4,414.71,2022-09-16
168,42,Category 2,734.54,2022-11-15
170,2,Category 4,887.87,2022-01-20
281,22,Category 4,765.48,2022-12-18
404,26,Category 1,619.92,2022-03-25
176,49,Category 5,22.24,2022-06-03
200,20,Category 2,331.12,2022-12-08
450,19,Category 5,503.32,2022-01-12
471,10,Category 3,939.32,2022-08-05
324,8,Category 1,177.82,2022-04-16
444,15,Category 3,515.52,2022-09-06
146,5,Category 5,692.27,2022-04-24
87,12,Category 1,144.55,2022-12-30
94,14,Category 3,299.74,2022-04-05
421,12,Category 1,845.08,2022-12-25
13,19,Category 5,350.98,2022-04-10
360,24,Category 2,199.32,2022-04-08
418,16,Category 3,310.32,2022-04-17
450,14,Category 3,817.78,2022-10-28
364,46,Category 4,823.55,2022-08-04
380,17,Category 5,431.51,2022-11-26
43,45,Category 3,256.48,2022-08-09
306,7,Category 5,92.69,2022-05-13
110,1,Category 4,429.31,2022-11-21
453,49,Category 5,355.18,2022-03-30
114,34,Category 5,57.38,2022-09-29
218,15,Category 3,773.62,2022-04-04
155,34,Category 5,314.38,2022-10-23
318,20,Category 2,728.79,2022-06-30
477,50,Category 4,63.91,2022-11-11
288,43,Category 2,370.0,2022-05-26
135,23,Category 2,639.41,2022-03-08
276,47,Category 2,264.48,2022-07-31
156,17,Category 5,56.1,2022-02-20
460,42,Category 2,172.23,2022-05-22
418,39,Category 4,763.8,2022-12-12
155,45,Category 3,703.44,2022-04-01
199,42,Category 2,552.46,2022-11-14
144,46,Category 4,633.79,2022-11-14
394,47,Category 2,622.68,2022-07-31
135,19,Category 5,336.06,2022-11-26
419,17,Category 5,596.31,2022-01-18
115,15,Category 3,355.37,2022-09-03
182,16,Category 3,700.02,2022-07-13
97,28,Category 3,902.0,2022-08-31
93,14,Category 3,935.83,2022-08-28
167,50,Category 4,404.75,2022-02-13
177,26,Category 1,893.59,2022-12-02
253,48,Category 3,535.9,2022-01-31
398,20,Category 2,825.47,2022-11-24
53,10,Category 3,54.58,2022-06-02
103,50,Category 4,761.07,2022-09-01
128,6,Category 1,767.74,2022-02-05
121,49,Category 5,528.55,2022-11-08
8,34,Category 5,133.0,2022-07-01
229,36,Category 1,678.42,2022-09-10
153,22,Category 4,432.76,2022-07-21
343,50,Category 4,398.69,2022-06-01
134,12,Category 1,978.85,2022-10-17
291,48,Category 3,565.3,2022-11-16
383,21,Category 1,648.82,2022-11-21
233,23,Category 2,797.26,2022-05-21
185,40,Category 4,967.76,2022-07-26
49,42,Category 2,410.37,2022-01-15
306,45,Category 3,262.25,2022-08-29
408,17,Category 5,283.47,2022-09-25
83,18,Category 4,890.19,2022-12-30
53,16,Category 3,578.79,2022-12-05
274,4,Category 1,280.46,2022-06-07
233,7,Category 5,88.42,2022-04-06
97,47,Category 2,115.19,2022-10-31
16,45,Category 3,128.85,2022-03-01
346,36,Category 1,440.72,2022-09-06
93,41,Category 2,109.13,2022-04-17
73,7,Category 5,162.71,2022-03-16
302,49,Category 5,628.65,2022-12-12
364,34,Category 5,268.8,2022-04-21
445,17,Category 5,991.39,2022-02-21
166,18,Category 4,166.42,2022-07-19
412,39,Category 4,493.81,2022-06-18
71,21,Category 1,23.94,2022-01-27
251,46,Category 4,763.95,2022-11-23
114,9,Category 1,112.2,2022-01-12
196,3,Category 1,307.03,2022-07-25
407,20,Category 2,301.08,2022-03-19
350,44,Category 2,306.42,2022-04-29
47,44,Category 2,762.11,2022-05-11
111,25,Category 1,464.58,2022-02-28
478,5,Category 5,291.05,2022-12-04
247,4,Category 1,368.55,2022-08-28
106,12,Category 1,806.01,2022-08-05
407,2,Category 4,503.91,2022-02-25
397,26,Category 1,125.07,2022-04-19
314,19,Category 5,549.72,2022-04-23
413,45,Category 3,554.51,2022-02-07
68,47,Category 2,110.68,2022-02-12
236,28,Category 3,133.01,2022-12-07
183,26,Category 1,933.3,2022-05-25
291,46,Category 4,292.09,2022-01-27
28,27,Category 1,31.9,2022-04-26
301,26,Category 1,527.3,2022-12-27
70,23,Category 2,173.37,2022-08-24
252,46,Category 4,839.12,2022-10-28
293,31,Category 4,297.27,2022-06-13
444,4,Category 1,701.08,2022-07-08
443,39,Category 4,937.0,2022-01-13
219,24,Category 2,243.77,2022-05-25
275,47,Category 2,878.1,2022-05-03
276,32,Category 2,121.74,2022-03-30
320,29,Category 3,28.82,2022-06-07
231,31,Category 4,267.92,2022-10-17
21,30,Category 4,558.43,2022-09-20
466,10,Category 3,646.6,2022-09-02
71,33,Category 2,720.95,2022-10-07
325,7,Category 5,977.44,2022-02-15
50,36,Category 1,187.53,2022-09-01
443,29,Category 3,736.48,2022-07-24
382,14,Category 3,182.53,2022-12-07
279,13,Category 1,281.79,2022-08-29
129,31,Category 4,129.55,2022-01-18
7,45,Category 3,753.84,2022-09-27
235,39,Category 4,492.48,2022-02-03
97,30,Category 4,288.53,2022-01-18
3,29,Category 3,253.52,2022-05-25
317,23,Category 2,152.85,2022-04-16
437,9,Category 1,815.71,2022-08-03
442,17,Category 5,635.3,2022-11-21
256,22,Category 4,651.57,2022-12-27
11,46,Category 4,623.56,2022-08-13
180,28,Category 3,668.63,2022-03-25
457,6,Category 1,656.6,2022-06-07
490,19,Category 5,853.02,2022-01-20
478,18,Category 4,427.87,2022-05-05
132,24,Category 2,908.69,2022-04-09
213,7,Category 5,325.33,2022-05-27
228,33,Category 2,447.66,2022-08-19
387,40,Category 4,334.34,2022-09-22
220,30,Category 4,391.24,2022-11-27
263,27,Category 1,344.71,2022-04-24
372,6,Category 1,562.02,2022-02-25
312,44,Category 2,912.0,2022-03-25
279,21,Category 1,524.51,2022-12-20
371,16,Category 3,815.28,2022-05-21
94,47,Category 2,985.89,2022-11-16
303,28,Category 3,933.37,2022-10-05
226,50,Category 4,149.94,2022-05-07
346,30,Category 4,499.46,2022-08-27
298,43,Category 2,582.72,2022-11-10
292,23,Category 2,427.42,2022-02-25
312,34,Category 5,345.19,2022-09-07
291,7,Category 5,34.56,2022-09-28
306,29,Category 3,484.85,2022-05-23
200,39,Category 4,441.53,2022-12-03
374,37,Category 4,263.19,2022-09-16
107,47,Category 2,482.15,2022-03-27
256,5,Category 5,655.78,2022-06-11
406,39,Category 4,583.17,2022-06-09
272,49,Category 5,735.18,2022-05-27
323,42,Category 2,308.71,2022-04-14
43,47,Category 2,299.46,2022-01-01
451,11,Category 3,535.47,2022-09-02
22,31,Category 4,819.64,2022-02-06
33,46,Category 4,364.89,2022-12-25
21,9,Category 1,789.17,2022-08-27
311,16,Category 3,86.73,2022-02-13
273,23,Category 2,818.64,2022-04-24
434,39,Category 4,577.45,2022-09-25
248,39,Category 4,376.35,2022-11-01
399,41,Category 2,567.22,2022-06-02
308,43,Category 2,242.05,2022-09-10
181,27,Category 1,882.8,2022-05-08
387,20,Category 2,12.39,2022-12-16
257,22,Category 4,57.28,2022-03-05
112,23,Category 2,817.43,2022-05-14
245,17,Category 5,375.01,2022-02-21
106,40,Category 4,230.5,2022-02-09
100,32,Category 2,628.18,2022-08-03
488,16,Category 3,115.51,2022-03-09
246,47,Category 2,358.46,2022-11-27
426,37,Category 4,113.8,2022-02-14
500,18,Category 4,902.51,2022-12-21
335,48,Category 3,667.53,2022-02-05
29,4,Category 1,987.79,2022-08-27
442,6,Category 1,568.27,2022-03-24
95,30,Category 4,117.3,2022-02-26
485,34,Category 5,35.96,2022-01-09
104,10,Category 3,897.08,2022-09-02
407,36,Category 1,102.05,2022-09-18
294,6,Category 1,285.58,2022-03-27
466,43,Category 2,34.69,2022-02-25
227,29,Category 3,474.79,2022-09-22
344,27,Category 1,730.09,2022-06-16
154,27,Category 1,296.61,2022-05-09
412,32,Category 2,905.79,2022-06-13
317,13,Category 1,794.88,2022-05-23
376,36,Category 1,772.15,2022-03-26
77,39,Category 4,68.8,2022-01-14
374,11,Category 3,895.42,2022-07-12
451,39,Category 4,462.71,2022-03-16
208,9,Category 1,460.41,2022-05-14
286,40,Category 4,146.73,2022-04-03
197,36,Category 1,336.43,2022-07-26
283,31,Category 4,902.07,2022-08-16
27,21,Category 1,280.03,2022-01-25
59,13,Category 1,551.39,2022-05-28
2,41,Category 2,767.5,2022-10-01
95,28,Category 3,36.12,2022-11-11
88,13,Category 1,74.58,2022-05-03
155,14,Category 3,317.3,2022-06-14
398,3,Category 1,690.49,2022-05-17
482,26,Category 1,184.71,2022-10-23
367,36,Category 1,341.8,2022-06-09
443,36,Category 1,821.62,2022-10-31
210,42,Category 2,204.14,2022-02-26
355,47,Category 2,436.46,2022-04-23
246,14,Category 3,395.63,2022-10-21
159,13,Category 1,141.29,2022-06-13
402,9,Category 1,586.26,2022-06-25
209,32,Category 2,216.92,2022-12-22
389,41,Category 2,344.51,2022-03-16
68,17,Category 5,105.64,2022-11-06
406,13,Category 1,135.91,2022-06-24
294,1,Category 4,277.26,2022-04-19
140,11,Category 3,34.34,2022-06-02
454,29,Category 3,135.39,2022-12-18
58,10,Category 3,533.26,2022-11-05
254,26,Category 1,603.12,2022-04-17
326,35,Category 2,663.39,2022-08-25
388,12,Category 1,254.66,2022-05-16
202,46,Category 4,280.27,2022-05-10
234,27,Category 1,918.19,2022-01-07
314,43,Category 2,367.12,2022-09-21
322,27,Category 1,354.76,2022-08-17
242,19,Category 5,973.04,2022-04-24
3,39,Category 4,795.88,2022-04-20
342,36,Category 1,933.07,2022-09-10
209,1,Category 4,276.15,2022-10-08
460,24,Category 2,399.22,2022-04-29
138,30,Category 4,852.89,2022-04-30
492,36,Category 1,542.46,2022-11-08
450,26,Category 1,260.64,2022-09-15
242,43,Category 2,10.92,2022-04-29
225,41,Category 2,356.31,2022-09-24
347,42,Category 2,884.78,2022-10-28
173,19,Category 5,753.52,2022-09-13
371,18,Category 4,675.24,2022-09-30
301,17,Category 5,251.08,2022-12-17
370,8,Category 1,754.73,2022-08-22
446,19,Category 5,308.53,2022-12-11
299,26,Category 1,53.56,2022-09-23
47,26,Category 1,911.08,2022-01-16
95,43,Category 2,512.87,2022-04-15
254,33,Category 2,193.01,2022-11-20
356,15,Category 3,540.48,2022-03-31
494,19,Category 5,444.14,2022-04-03
411,24,Category 2,205.58,2022-03-21
65,24,Category 2,803.06,2022-01-31
402,9,Category 1,680.23,2022-11-16
180,28,Category 3,229.78,2022-05-26
235,11,Category 3,988.55,2022-10-10
16,23,Category 2,612.41,2022-06-08
491,9,Category 1,669.78,2022-12-23
468,11,Category 3,293.03,2022-10-13
258,49,Category 5,227.87,2022-12-02
197,2,Category 4,954.57,2022-03-03
407,6,Category 1,642.06,2022-07-29
90,42,Category 2,381.86,2022-03-14
380,10,Category 3,160.74,2022-01-08
81,13,Category 1,754.46,2022-02-19
154,42,Category 2,209.47,2022-06-07
203,41,Category 2,450.62,2022-06-20
101,50,Category 4,511.99,2022-09-01
76,14,Category 3,398.37,2022-11-12
218,15,Category 3,113.56,2022-03-23
126,41,Category 2,722.51,2022-11-11
234,14,Category 3,487.85,2022-03-12
9,43,Category 2,775.88,2022-09-30
93,44,Category 2,661.67,2022-03-17
331,15,Category 3,308.86,2022-05-17
21,27,Category 1,884.52,2022-12-19
153,34,Category 5,389.65,2022-08-24
343,26,Category 1,433.9,2022-10-29
42,32,Category 2,557.18,2022-08-04
203,26,Category 1,205.89,2022-06-15
480,6,Category 1,85.13,2022-12-11
499,32,Category 2,848.05,2022-06-10
375,23,Category 2,220.57,2022-02-03
399,4,Category 1,851.06,2022-01-16
373,39,Category 4,889.72,2022-06-07
231,33,Category 2,859.55,2022-01-02
56,29,Category 3,511.78,2022-03-28
266,2,Category 4,581.2,2022-05-26
1,4,Category 1,134.18,2022-08-30
131,26,Category 1,868.8,2022-01-01
351,10,Category 3,242.48,2022-04-28
289,16,Category 3,416.5,2022-04-25
181,26,Category 1,881.82,2022-12-25
121,21,Category 1,454.46,2022-12-16
93,3,Category 1,72.01,2022-03-10
79,44,Category 2,579.51,2022-10-06
25,36,Category 1,841.97,2022-04-24
118,44,Category 2,684.06,2022-03-16
336,44,Category 2,421.39,2022-12-28
322,33,Category 2,844.13,2022-11-18
212,25,Category 1,139.43,2022-10-13
64,13,Category 1,415.1,2022-02-14
475,12,Category 1,387.95,2022-09-05
108,8,Category 1,605.37,2022-04-29
283,47,Category 2,649.55,2022-11-25
160,50,Category 4,42.7,2022-12-19
346,48,Category 3,274.41,2022-01-10
66,23,Category 2,29.77,2022-01-11
175,22,Category 4,986.32,2022-12-22
272,23,Category 2,495.66,2022-09-27
255,3,Category 1,673.22,2022-10-12
493,20,Category 2,407.38,2022-06-24
40,45,Category 3,123.83,2022-10-21
66,15,Category 3,663.09,2022-09-13
242,35,Category 2,196.48,2022-10-24
200,24,Category 2,956.84,2022-12-21
383,1,Category 4,503.66,2022-06-07
275,2,Category 4,886.52,2022-04-08
153,42,Category 2,943.9,2022-01-09
152,18,Category 4,420.79,2022-07-26
234,48,Category 3,279.25,2022-01-09
122,21,Category 1,959.8,2022-04-08
139,30,Category 4,614.15,2022-11-06
182,17,Category 5,379.94,2022-09-29
277,22,Category 4,205.8,2022-02-04
116,45,Category 3,716.48,2022-06-08
303,24,Category 2,249.46,2022-04-27
302,16,Category 3,578.71,2022-07-04
282,15,Category 3,963.32,2022-12-01
389,15,Category 3,984.56,2022-12-26
305,6,Category 1,361.46,2022-06-30
145,46,Category 4,485.18,2022-12-01
344,43,Category 2,216.0,2022-09-02
127,10,Category 3,675.32,2022-04-25
164,21,Category 1,324.44,2022-10-28
141,32,Category 2,962.82,2022-02-22
420,32,Category 2,583.54,2022-03-03
162,46,Category 4,178.73,2022-02-19
436,45,Category 3,653.94,2022-01-08
360,5,Category 5,703.22,2022-03-29
118,47,Category 2,649.42,2022-01-25
488,46,Category 4,11.85,2022-01-03
40,23,Category 2,585.33,2022-01-01
500,29,Category 3,97.02,2022-06-15
392,32,Category 2,887.07,2022-09-11
366,3,Category 1,655.6,2022-07-20
10,14,Category 3,946.7,2022-09-04
459,31,Category 4,206.11,2022-08-02
467,5,Category 5,723.43,2022-03-26
421,43,Category 2,638.6,2022-03-21
423,17,Category 5,602.46,2022-07-22
25,30,Category 4,710.7,2022-09-09
321,6,Category 1,926.37,2022-07-29
26,25,Category 1,522.51,2022-06-06
239,23,Category 2,432.76,2022-08-22
170,7,Category 5,819.3,2022-11-19
375,17,Category 5,322.19,2022-06-23
205,46,Category 4,326.44,2022-09-22
201,48,Category 3,991.99,2022-02-15
35,37,Category 4,832.24,2022-10-25
293,25,Category 1,328.46,2022-08-10
356,40,Category 4,485.81,2022-10-18
483,27,Category 1,31.48,2022-03-17
75,34,Category 5,867.8,2022-04-28
220,23,Category 2,158.25,2022-08-10
344,15,Category 3,262.82,2022-07-31
11,47,Category 2,379.79,2022-10-31
188,19,Category 5,705.1,2022-05-18
105,3,Category 1,93.98,2022-09-17
243,27,Category 1,248.11,2022-09-10
348,18,Category 4,653.44,2022-01-20
60,22,Category 4,71.85,2022-08-08
269,9,Category 1,835.21,2022-02-05
465,21,Category 1,660.61,2022-08-02
38,36,Category 1,834.86,2022-01-13
5,20,Category 2,868.85,2022-06-14
496,22,Category 4,337.78,2022-10-09
123,50,Category 4,894.35,2022-05-07
335,16,Category 3,857.8,2022-06-05
268,49,Category 5,798.03,2022-02-14
433,34,Category 5,167.05,2022-04-03
379,43,Category 2,338.73,2022-01-29
409,45,Category 3,354.45,2022-10-02
441,47,Category 2,402.47,2022-10-27
97,34,Category 5,170.21,2022-09-26
306,39,Category 4,815.42,2022-09-27
140,11,Category 3,372.28,2022-08-21
19,37,Category 4,16.86,2022-10-19
234,29,Category 3,168.43,2022-10-31
197,37,Category 4,360.36,2022-11-23
185,15,Category 3,633.57,2022-09-13
280,22,Category 4,494.53,2022-06-07
353,42,Category 2,110.37,2022-09-29
356,43,Category 2,57.92,2022-01-26
77,38,Category 3,361.44,2022-11-27
424,15,Category 3,875.56,2022-07-21
254,21,Category 1,911.36,2022-12-07
273,33,Category 2,440.69,2022-02-01
375,22,Category 4,740.02,2022-01-27
101,34,Category 5,310.65,2022-11-04
273,36,Category 1,51.1,2022-06-08
300,6,Category 1,889.0,2022-02-04
400,21,Category 1,395.13,2022-12-02
192,2,Category 4,801.66,2022-09-26
300,17,Category 5,456.61,2022-01-29
39,27,Category 1,370.73,2022-05-14
6,29,Category 3,231.34,2022-09-22
114,46,Category 4,638.73,2022-11-11
295,50,Category 4,333.04,2022-01-08
345,23,Category 2,104.82,2022-04-15
442,5,Category 5,109.52,2022-07-27
166,6,Category 1,595.49,2022-10-08
21,45,Category 3,831.41,2022-07-13
118,10,Category 3,268.88,2022-06-16
492,21,Category 1,834.87,2022-04-26
384,2,Category 4,279.88,2022-08-22
338,43,Category 2,342.99,2022-01-12
207,11,Category 3,741.14,2022-03-20
245,9,Category 1,336.7,2022-02-07
148,46,Category 4,659.53,2022-04-03
207,20,Category 2,409.22,2022-08-14
127,33,Category 2,172.33,2022-09-03
310,3,Category 1,432.11,2022-09-29
313,3,Category 1,437.57,2022-12-25
148,20,Category 2,675.8,2022-02-03
181,42,Category 2,563.26,2022-09-17
456,13,Category 1,522.21,2022-04-10
308,36,Category 1,829.45,2022-02-22
393,46,Category 4,196.65,2022-03-13
173,24,Category 2,396.76,2022-02-27
420,4,Category 1,257.35,2022-10-12
246,38,Category 3,186.05,2022-04-07
300,33,Category 2,75.85,2022-03-03
325,27,Category 1,410.81,2022-05-18
53,25,Category 1,665.51,2022-09-15
286,22,Category 4,435.6,2022-04-24
71,11,Category 3,165.66,2022-05-21
91,20,Category 2,68.39,2022-01-17
252,17,Category 5,494.59,2022-01-23
47,42,Category 2,672.33,2022-10-21
155,22,Category 4,712.95,2022-08-13
465,45,Category 3,287.36,2022-11-06
455,1,Category 4,95.37,2022-05-31
369,50,Category 4,221.19,2022-10-22
471,39,Category 4,92.99,2022-09-27
79,24,Category 2,932.76,2022-05-19
172,21,Category 1,34.24,2022-04-16
179,49,Category 5,126.21,2022-10-30
494,42,Category 2,383.52,2022-02-02
374,10,Category 3,534.52,2022-12-29
442,9,Category 1,476.58,2022-05-17
114,10,Category 3,817.28,2022-07-30
208,46,Category 4,468.27,2022-07-20
177,32,Category 2,192.47,2022-01-11
455,43,Category 2,72.15,2022-08-28
49,50,Category 4,216.53,2022-12-06
113,19,Category 5,57.71,2022-12-06
248,39,Category 4,288.8,2022-05-28
202,39,Category 4,358.88,2022-10-03
478,38,Category 3,732.51,2022-08-23
46,47,Category 2,709.71,2022-09-17
229,32,Category 2,53.07,2022-09-16
293,8,Category 1,453.2,2022-03-26
181,40,Category 4,42.35,2022-01-08
324,20,Category 2,33.36,2022-07-28
357,11,Category 3,942.35,2022-10-30
427,47,Category 2,836.26,2022-09-24
268,13,Category 1,263.63,2022-03-13
482,15,Category 3,922.58,2022-10-03
487,34,Category 5,582.12,2022-04-16
323,35,Category 2,741.68,2022-03-18
231,37,Category 4,617.47,2022-10-31
331,50,Category 4,726.79,2022-10-03
183,14,Category 3,450.05,2022-10-02
338,6,Category 1,521.18,2022-07-01
327,9,Category 1,990.92,2022-06-29
500,50,Category 4,175.52,2022-06-17
73,4,Category 1,765.55,2022-02-10
294,10,Category 3,701.87,2022-01-08
148,42,Category 2,825.08,2022-04-20
232,9,Category 1,715.24,2022-08-05
54,27,Category 1,915.33,2022-12-16
140,39,Category 4,192.21,2022-07-01
382,14,Category 3,255.18,2022-05-29
161,39,Category 4,905.25,2022-05-20
61,35,Category 2,328.4,2022-09-06
254,32,Category 2,629.12,2022-05-21
468,19,Category 5,713.34,2022-10-24
190,11,Category 3,549.08,2022-06-21
156,47,Category 2,458.85,2022-10-26
287,2,Category 4,50.25,2022-06-03
226,23,Category 2,139.49,2022-02-02
92,46,Category 4,985.06,2022-01-14
83,42,Category 2,614.81,2022-03-06
7,45,Category 3,636.03,2022-11-22
423,22,Category 4,536.0,2022-01-01
369,10,Category 3,285.94,2022-05-29
238,22,Category 4,455.26,2022-01-12
44,3,Category 1,868.41,2022-03-11
20,30,Category 4,35.17,2022-08-20
455,12,Category 1,551.97,2022-05-19
486,44,Category 2,909.85,2022-10-03
354,38,Category 3,88.31,2022-02-01
276,36,Category 1,859.47,2022-08-25
425,50,Category 4,444.49,2022-05-16
98,17,Category 5,452.45,2022-05-22
290,22,Category 4,217.77,2022-04-13
449,37,Category 4,133.64,2022-06-13
119,40,Category 4,871.61,2022-06-22
45,20,Category 2,330.5,2022-05-01
20,37,Category 4,138.5,2022-10-17
173,5,Category 5,311.4,2022-04-24
92,29,Category 3,808.49,2022-10-30
465,40,Category 4,363.58,2022-06-04
390,41,Category 2,228.16,2022-09-18
285,16,Category 3,844.77,2022-02-08
303,47,Category 2,61.51,2022-02-07
489,1,Category 4,268.42,2022-06-28
321,23,Category 2,590.4,2022-12-09
407,6,Category 1,77.83,2022-01-19
222,1,Category 4,542.78,2022-05-24
470,13,Category 1,460.05,2022-01-29
342,23,Category 2,54.96,2022-12-03
160,29,Category 3,127.75,2022-05-08
430,35,Category 2,587.83,2022-02-24
348,21,Category 1,276.61,2022-07-14
252,29,Category 3,576.48,2022-10-09
297,14,Category 3,801.18,2022-04-04
203,24,Category 2,480.7,2022-04-18
223,42,Category 2,71.68,2022-05-17
373,27,Category 1,929.9,2022-12-23
322,50,Category 4,420.32,2022-07-16
417,15,Category 3,714.45,2022-06-02
283,8,Category 1,673.64,2022-11-20
250,45,Category 3,386.01,2022-11-06
12,46,Category 4,982.86,2022-03-19
349,14,Category 3,83.78,2022-10-02
139,30,Category 4,569.47,2022-06-14
367,46,Category 4,362.58,2022-04-05
408,10,Category 3,963.67,2022-07-06
198,17,Category 5,168.78,2022-07-18
396,45,Category 3,505.06,2022-06-16
208,1,Category 4,821.52,2022-10-03
89,16,Category 3,419.47,2022-08-14
336,35,Category 2,748.08,2022-05-05
247,7,Category 5,371.9,2022-03-18
209,29,Category 3,82.4,2022-09-18
228,40,Category 4,602.26,2022-07-16
194,30,Category 4,89.62,2022-10-28
378,12,Category 1,638.44,2022-03-28
124,7,Category 5,839.1,2022-08-20
463,23,Category 2,731.48,2022-08-06
13,45,Category 3,576.11,2022-06-26
453,3,Category 1,858.48,2022-06-21
269,5,Category 5,381.61,2022-11-25
242,45,Category 3,994.19,2022-02-05
54,1,Category 4,652.56,2022-01-13
88,4,Category 1,749.99,2022-01-31
113,38,Category 3,994.99,2022-06-10
321,34,Category 5,884.89,2022-01-29
346,29,Category 3,333.22,2022-08-15
98,9,Category 1,550.07,2022-05-10
487,32,Category 2,376.75,2022-08-27
184,48,Category 3,509.87,2022-07-15
283,3,Category 1,354.76,2022-04-08
131,30,Category 4,441.89,2022-08-10
407,20,Category 2,370.95,2022-10-12
36,44,Category 2,996.09,2022-06-30
118,37,Category 4,380.48,2022-08-04
488,30,Category 4,410.6,2022-02-01
25,34,Category 5,809.83,2022-10-07
267,8,Category 1,514.01,2022-03-03
320,16,Category 3,54.84,2022-08-06
191,26,Category 1,534.77,2022-04-19
357,37,Category 4,964.22,2022-11-05
278,44,Category 2,950.65,2022-09-21
423,23,Category 2,513.9,2022-04-21
393,31,Category 4,162.77,2022-02-25
488,30,Category 4,975.67,2022-08-17
17,27,Category 1,19.26,2022-03-17
480,48,Category 3,752.0,2022-10-02
346,11,Category 3,774.89,2022-12-13
144,42,Category 2,115.87,2022-03-28
98,24,Category 2,322.26,2022-02-15
187,30,Category 4,391.78,2022-01-07
301,38,Category 3,612.08,2022-02-05
454,49,Category 5,880.7,2022-06-19
120,44,Category 2,209.97,2022-06-04
397,8,Category 1,810.0,2022-11-27
120,3,Category 1,861.33,2022-10-24
383,5,Category 5,482.33,2022-01-31
138,13,Category 1,387.57,2022-05-26
430,47,Category 2,138.13,2022-05-18
355,24,Category 2,905.26,2022-03-07
337,31,Category 4,992.89,2022-04-24
72,37,Category 4,430.54,2022-05-08
420,28,Category 3,35.21,2022-01-24
226,28,Category 3,685.75,2022-09-23
87,18,Category 4,324.11,2022-04-05
40,13,Category 1,333.3,2022-08-26
173,25,Category 1,839.0,2022-05-19
209,23,Category 2,768.95,2022-09-28
163,3,Category 1,907.6,2022-01-09
456,12,Category 1,144.5,2022-01-30
310,50,Category 4,37.58,2022-10-18
105,25,Category 1,288.72,2022-02-19
227,49,Category 5,696.03,2022-01-19
295,37,Category 4,978.57,2022-08-28
195,6,Category 1,538.34,2022-01-29
231,15,Category 3,59.23,2022-05-03
88,39,Category 4,998.0,2022-11-06
340,20,Category 2,577.46,2022-09-01
91,11,Category 3,103.7,2022-07-14
25,17,Category 5,643.3,2022-07-18
72,30,Category 4,980.98,2022-07-07
370,24,Category 2,961.86,2022-02-21
279,25,Category 1,427.96,2022-02-03
200,35,Category 2,39.91,2022-01-26
369,20,Category 2,204.83,2022-03-27
315,28,Category 3,830.39,2022-11-09
362,7,Category 5,709.03,2022-04-04
